,well_3,well_4,well_6,well_8,well_9,well_15,well_21,well_33,well_38,well_39,well_42,well_48,well_50,well_61,well_70,well_72,well_85,well_87,well_93,well_94,well_95,well_99,well_103,well_104,well_108,well_110,well_113,well_114,well_117,well_119,well_121,well_133,well_138,well_148,well_149,well_154,well_156,well_158,well_162,well_166,well_171,well_179,well_183,well_192,well_204,well_206,well_209,well_224,well_227,well_232,well_248,well_253,well_263,well_265,well_267,well_269,well_270,well_277,well_281,well_285,well_286,well_295,well_298,well_305,well_307,well_311,well_321,well_325,well_344,well_345,well_353,well_354,well_362,well_367,well_377,well_380,well_387,well_389,well_390,well_394,well_403,well_410,well_418,well_423,well_428,well_430,well_444,well_449,well_453,well_456,well_460,well_462,well_463,well_467,well_471,well_482,well_485,well_492,well_499
2004-01-19,635.87,380.46,47.24,85.52,42.49,282.4685714285714,424.59,156.7,85.95,458.17428571428576,5.94,77.05000000000001,389.8785714285714,67.49,-0.357,43.79,319.91,68.67,44.49,19.9025,89.96,228.82,410.76,47.49,62.38857142857143,25.68,110.68,91.2,9.13,32.45,656.0,48.64,31.2,98.1,153.89,336.87,20.19,39.34,501.4,218.37,107.53,222.79,99.56,27.29,468.5842857142857,125.03,29.739999999999995,153.88,362.32714285714286,222.81,33.98571428571429,57.74,6.93,30.627142857142854,39.74,217.55,28.85,110.48,40.89,579.4328571428571,57.7,412.71,78.05,257.94,1.64,106.42,366.82,46.69,49.76,5.04,29.10607142857143,8.53,7.77,29.25,90.05999999999999,5.92,-0.2071428571428571,22.35,83.72,34.97,352.59,39.75,499.47,69.11,31.68428571428572,265.5757142857143,335.64000000000004,83.09,33.23,364.83,177.41,176.04,28.90285714285714,107.99,579.35,77.53,12.09,312.0457142857143,44.78
2004-01-26,635.87,379.61,47.27,85.43,42.51,283.07428571428574,424.53428571428566,156.65,86.01,458.1928571428571,5.99,77.41000000000001,389.7528571428571,67.54,-0.387,43.82,319.44,68.68,44.52,19.815,89.99,228.82,410.7,47.47,62.58285714285714,25.68,110.61,91.19,9.2,32.43,656.83,48.66,31.25,98.34,153.9,336.81,20.33,39.34,501.16,218.44,107.57,222.83,99.6,27.35,468.49142857142857,124.98,29.82,153.97,362.40857142857146,222.8,33.97857142857143,57.7,7.0,30.62857142857143,39.78,217.62,28.92,110.5,40.94,579.7457142857143,57.75,412.68,78.04,257.97,1.67,106.4,367.08,46.76,49.78,5.22,29.131428571428568,8.62,7.86,29.24,89.97999999999999,5.98,-0.2828571428571428,22.28,84.69,34.98,352.31,39.74,497.95,68.98,31.768571428571427,265.5157142857143,335.35,83.04,33.22,364.17,177.48000000000002,176.09,28.928571428571427,107.94,579.4,77.38,12.1,312.76000000000005,44.55
2004-02-02,635.87,379.69,47.31,85.43,42.53,283.5028571428571,424.5371428571429,156.66,86.15,458.1042857142857,6.04,77.80000000000001,389.7514285714286,67.56,-0.3912857142857143,43.79,319.96,68.69,44.56,19.894642857142856,89.95,229.23,410.78,47.49,62.69714285714286,25.69,110.41,91.18,9.44,32.46,656.81,48.69,31.32,98.23,153.94,337.07,20.48,39.4,501.22,218.65,107.77,222.75,99.54,27.39,468.4285714285714,124.86,29.879999999999995,153.96,362.44,222.91,33.99142857142857,57.8,7.05,30.665714285714284,39.81,217.53,28.89,110.48,40.99,580.0371428571428,57.88999999999999,412.41,78.05,257.91,1.65,106.38,367.25,46.8,49.8,5.71,29.297857142857143,8.75,7.97,29.25,90.03999999999999,6.04,-0.2442857142857142,22.29,84.44,35.02,351.95,39.78,495.82,69.08,31.80857142857143,265.44428571428574,335.41,83.16,33.24,364.37,177.51000000000002,176.47,28.957142857142856,107.67,579.44,77.53,11.99,312.7371428571428,44.84
2004-02-09,635.87,380.37,47.36,85.55,42.56,284.15714285714284,424.48857142857145,156.59,86.25,458.0728571428571,6.06,77.79,389.7600000000001,67.58,-0.3284285714285714,43.95,320.07,68.71,44.61,19.861071428571428,89.93,229.63,410.87,47.5,62.73857142857143,25.71,110.4,91.17,9.91,32.46,656.76,48.74,31.38,98.17,153.99,337.0,20.63,39.43,501.04,218.68,107.87,223.01,99.52,27.44,468.44428571428574,124.82,29.97,153.97,362.45714285714286,222.98,33.98714285714286,57.84,7.24,30.662857142857145,39.86,217.62,28.87,110.55,41.08,580.1157142857143,57.91,412.21,78.05,257.79,1.79,106.37,367.45,46.82,49.82,5.57,29.301071428571426,8.89,8.06,29.27,90.12,6.1,-0.1542857142857143,22.46,84.33,35.06,352.16,39.81,495.65,69.16,31.867142857142856,265.4614285714286,335.48,83.26,33.25,364.56,177.52,176.63,28.988571428571426,107.57,579.48,77.49,12.28,314.11428571428576,44.76
2004-02-16,635.87,379.1,47.38,85.52,42.59,284.8957142857143,424.48857142857145,156.6,86.28,458.04285714285714,6.06,77.77000000000001,389.75999999999993,67.59,-0.3112857142857143,43.97,320.3,68.75,44.64,19.826071428571428,89.91,230.03,411.18,47.51,62.79857142857144,25.71,110.39,91.16,9.81,32.46,656.89,48.74,31.44,98.11,154.09,337.28,20.73,39.47,501.04,218.68,107.82,223.08,99.51,27.4,468.44,124.76,30.05,154.11,362.4757142857143,223.1,33.99285714285714,57.68,7.35,30.67714285714285,39.91,217.64,28.89,110.6,41.11,580.1628571428571,57.93,412.34,78.06,257.63,1.83,106.36,367.56,46.88,49.85,5.79,29.09,8.98,8.12,29.26,90.1,6.12,-0.2085714285714285,22.3,84.25,35.12,352.19,39.8,495.08,69.09,31.93285714285714,265.45,335.43,83.29,33.25,364.78,177.65,176.37,29.02857142857143,107.48,579.53,77.28,12.12,314.5657142857143,44.54
2004-02-23,635.87,378.12,47.39,85.37,42.61,285.5657142857143,424.5385714285714,156.56,86.34,458.0085714285714,6.09,77.81,389.79857142857145,67.57,-0.4327142857142857,44.02,320.1,68.8,44.62,19.862142857142857,89.97,229.98,411.49,47.56,62.88428571428572,25.72,110.31,91.16,9.62,32.45,656.78,48.7,31.49,97.99,154.1,337.17,20.76,39.5,500.94,218.62,107.77,222.84,99.51,27.36,468.40857142857146,124.68,30.04,154.16,362.48857142857145,223.16,34.02,57.64,7.47,30.72428571428572,40.03,217.63,28.78,110.69,41.14,580.1871428571429,57.96,412.25,78.07,257.48999999999995,1.85,106.35,367.82,46.94,49.89,5.76,28.89392857142857,8.98,8.09,29.24,90.08,6.11,-0.3857142857142857,22.17,84.13,35.17,352.0,39.82,494.81,69.13,31.99714285714285,265.4214285714286,335.28000000000003,83.32,33.23,364.17,177.66,176.24,29.07,107.42,579.53,77.14,12.03,314.2728571428571,44.46
2004-03-01,635.9314285714287,378.05,47.41,85.31,42.62,285.94714285714286,424.5642857142857,156.52,86.38,457.98428571428576,6.09,77.85000000000001,389.78,67.53,-0.4698571428571428,43.97,320.5,68.83,44.6,19.91107142857143,89.9,229.77,411.49,47.54,62.93,25.72,110.18,91.15,9.51,32.38,656.53,48.67,31.53,97.9,154.01,336.92,20.67,39.5,500.85,218.5,107.72,222.62,99.42,27.32,468.3971428571429,124.62,30.03,154.12,362.4957142857143,223.32,34.03428571428572,57.65,7.46,30.737142857142857,40.09,217.61,28.68,110.68,41.17,580.1757142857142,57.91,412.09,78.08,257.56,1.84,106.35,367.76,46.96,49.9,5.63,28.91464285714286,8.89,8.06,29.25,90.05,6.07,-0.4342857142857143,22.08,84.02,35.16,351.92,39.82,494.37,69.24,31.99571428571429,265.38,335.20000000000005,83.24,33.23,363.94,177.53,176.24,29.102857142857143,107.41,579.6,77.12,11.97,313.71714285714285,44.56
2004-03-08,635.9042857142857,377.97,47.42,85.3,42.61,286.1028571428571,424.49142857142857,156.51,86.38,457.9628571428571,6.14,77.84,389.75142857142856,67.42,-0.5212857142857142,43.91,319.47,68.87,44.58,19.812142857142856,89.9,229.68,411.49,47.59,62.92714285714286,25.73,110.14,91.15,9.44,32.39,656.24,48.66,31.54,97.81,153.95,336.92,20.59,39.52,500.93,218.48,107.7,222.52,99.42,27.28,468.3785714285714,124.58,30.03,154.07,362.4814285714286,223.36,34.02428571428572,57.65,7.42,30.70428571428572,40.14,217.58,28.66,110.67,41.16,580.1314285714286,57.91,412.01,78.08,257.63,1.83,106.34,367.74,46.96,49.9,5.55,29.050714285714285,8.84,8.04,29.27,90.03999999999999,6.07,-0.4899999999999999,22.09,83.91,35.15,351.84,39.83,493.7,69.16,32.011428571428574,265.3514285714286,335.15000000000003,83.26,33.24,363.84,177.48000000000002,176.2,29.118571428571432,107.38,579.63,77.16,11.94,313.3042857142857,44.47
2004-03-15,635.9442857142857,378.92,47.43,85.28,42.61,286.17571428571426,424.4942857142857,156.52,86.35,457.9857142857143,6.15,77.81,389.75142857142856,67.29,-0.5327142857142857,43.9,319.44,68.89,44.58,19.820714285714285,89.88,229.6,411.48,47.67,62.89857142857142,25.75,110.11,91.14,9.4,32.4,655.98,48.68,31.54,97.76,153.94,337.05,20.55,39.55,500.9,218.47,107.67,222.48,99.35,27.25,468.3942857142857,124.53,30.02,153.97,362.46857142857147,223.44,34.02214285714286,57.63,7.41,30.695714285714285,40.19,217.58,28.84,110.64,41.17,580.0857142857143,57.9,411.93,78.06,257.73999999999995,1.81,106.33,367.8518068561419,46.98,49.93,5.43,29.1825,8.81,8.04,29.29,90.03,6.07,-0.5214285714285715,22.05,83.8,35.16,351.78,39.85,492.77,69.2,32.00714285714286,265.3428571428572,335.25,83.29,33.27,363.64,177.44,176.19,29.127142857142854,107.37,579.63,77.11,11.94,313.07714285714286,44.44
2004-03-22,636.4385714285714,379.48,47.43,85.34,42.62,286.2557142857143,424.50714285714287,156.47,86.34,458.00714285714287,6.18,77.79,389.79,67.32,-0.5312857142857143,43.86,319.6,68.9,44.6,19.87,89.87,229.57,411.48,47.79,62.87571428571429,25.77,110.16,91.15,9.71,32.4,655.81,48.71,31.53,97.79,154.01,337.38,20.53,39.55,500.85,218.54,107.67,222.56,99.43,27.26,468.38714285714286,124.57,30.02,153.95,362.4557142857143,223.47,34.02428571428572,57.73,7.45,30.705714285714286,40.23,217.58,28.63,110.72,41.19,580.0285714285714,57.88999999999999,412.01,78.08,257.89,1.82,106.33,367.83579030759444,46.99,49.93,5.55,29.34714285714286,8.87,8.09,29.31,90.00999999999999,6.06,-0.4728571428571428,22.23,83.79,35.17,351.75,39.87,492.46,69.17,32.00285714285714,265.36571428571426,335.25,83.32,33.27,364.19,177.44,176.18,29.127142857142854,107.41,579.68,77.33,12.06,313.0057142857143,44.56
2004-03-29,636.2185714285714,377.89,47.408663178720346,85.26,42.601937572247195,286.43857142857144,424.5100000000001,156.46,86.36,458.1885714285714,6.1502938239853115,77.83539383813122,389.81142857142856,67.34,-0.5198571428571429,43.8852386924891,319.67428941737813,68.9058965505013,44.59193091896109,19.838214285714287,89.79,229.48716233710104,411.4139536828855,47.86472432329049,62.85142857142858,25.77,110.12,91.13,9.52,32.37734448449698,655.76,48.68278689282873,31.515265984519942,97.84,153.9431939053568,337.19,20.51807896560163,39.465980229108936,500.9,218.42934396833414,107.62302323053117,222.56032186477532,99.37,27.26185960394917,468.4771428571429,124.6,30.005805570356827,153.93,362.44,223.52,34.018571428571434,57.62,7.41,30.69142857142857,40.21812310765459,217.5781065282043,28.6928620846559,110.63,41.17122747782457,579.99,57.89045748949886,412.05,78.08263120147802,257.84532165265836,1.7914774337209334,106.31,368.12,47.01,49.928525993489856,5.741173844904182,29.486071428571428,8.88139574598398,8.067755830473093,29.31,90.00460596611234,6.034066513852451,-0.4585714285714286,22.13,83.77,35.16615490425124,351.93,39.84344070382662,493.29,69.07865249281157,32.00142857142857,265.4157142857143,335.35917104412033,83.27161795350725,33.267882684714124,363.99,177.4052657371827,176.1531590498775,29.11285714285714,107.41,579.69,77.1,11.999701401221117,313.5957142857143,44.42
2004-04-05,636.5228571428571,377.86,47.4,85.25,42.58,286.56857142857143,424.4971428571429,156.48,86.35,458.2642857142857,6.14,77.76,389.8071428571429,67.33,-0.5741428571428572,43.86,319.68,68.94,44.58,19.81428571428572,89.75,229.61,411.42,47.84,62.82571428571429,25.78,110.09,91.13,9.44,32.36,655.74,48.67,31.51,97.83,153.96,337.13,20.49,39.5,500.87,218.44,107.58,222.48,99.38,27.27,468.4171428571429,124.57,30.0,153.85,362.4271428571429,223.75,34.012142857142855,57.58,7.47,30.68142857142857,40.28,217.58,28.61,110.71,41.16,579.9857142857143,57.88,412.03,78.08,257.87,1.77,106.31,368.08,47.02,49.95,6.03,29.43892857142857,8.82,8.07,29.32,90.00999999999999,6.02,-0.5385714285714286,22.06,83.78,35.15,351.67,39.85,493.4,69.07,32.03142857142857,265.39142857142855,335.21000000000004,83.29,33.28,363.88,177.42000000000002,176.13,29.094285714285714,107.35,579.71,77.13,11.94,313.34000000000003,44.43
2004-04-12,636.4242857142857,378.53,47.4,85.38,42.57,286.57428571428574,424.5242857142857,156.5,86.34,458.2157142857144,6.15,77.75,389.79285714285714,67.31,-0.5312857142857144,43.85,319.77,68.94,44.6,19.847857142857144,89.81,229.51,411.36,47.89,62.80857142857143,25.81,110.22,91.12,9.45,32.36,655.9008702356812,48.66,31.51,97.88502648122467,153.96,337.15,20.46,39.48,500.83,218.43,107.51,222.48,99.34349832921984,27.28,468.4385714285714,124.67,30.0,153.83,362.4285714285714,224.07,34.01714285714286,57.7,7.4,30.69,40.29946473483963,217.57,28.6,110.69,41.21,580.0357142857143,57.88,412.10366957301574,78.09,257.86,1.78,106.3,367.98,47.03,49.95,6.2,29.43928571428572,8.82,8.05,29.36,89.99,6.0,-0.3628571428571429,22.05,83.74,35.14,351.71,39.86,493.47,69.04,32.028571428571425,265.42857142857144,335.38,83.26,33.28,363.91,177.37,176.11,29.08285714285714,107.35,579.7,77.19,12.07,313.0785714285715,44.44
2004-04-19,636.4028571428571,378.26,47.4,85.27,42.62,286.5942857142857,424.5214285714286,156.49,86.31,458.1714285714285,6.2,77.74000000000001,389.8157142857143,67.29,-0.5784285714285714,43.82,319.26,68.94,44.59,19.79428571428572,89.76,229.4,411.33,47.97,62.79285714285714,25.8,110.17,91.13,9.38,32.38,655.775,48.65,31.5,97.875,153.93,337.25,20.42,39.44,500.82,218.4,107.47,222.44,99.355,27.28,468.4028571428571,124.6,29.95,153.8,362.42142857142863,223.85,34.01285714285714,57.6,7.38,30.685714285714287,40.315,217.56,28.59,110.74,41.19,580.0571428571428,57.84,412.025,78.09,257.86,1.76,106.29,367.91,47.06,49.93,5.97,29.470357142857143,8.8,8.05,29.33,89.97999999999999,5.99,-0.4857142857142857,22.02,83.7,35.13,351.56,39.85,493.63,69.05,32.07285714285714,265.4157142857143,335.42,83.28,33.28,363.85,177.37,176.1,29.062857142857144,107.35,579.68,77.02,11.96,312.94428571428574,44.38
2004-04-26,636.5142857142857,377.8,47.43,85.22,42.63,286.5057142857143,424.4757142857143,156.46,86.22,458.1,6.21,77.73,389.75999999999993,67.18,-0.6198571428571429,43.8,319.34,68.95,44.58,19.765357142857145,89.64,229.33,411.3,48.04,62.777142857142856,25.78,110.16,91.11,9.29,32.38,655.77,48.63,31.48,97.81,153.9,337.0,20.37,39.43,500.77,218.36,107.42,222.48,99.31,27.24,468.3828571428571,124.55,29.95,153.87,362.41857142857145,223.69,33.99714285714286,57.52,7.36,30.65857142857143,40.34,217.56,28.6,110.7,41.17,580.0328571428571,57.81,411.93,78.09,257.84,1.75,106.28,367.84,47.06,49.91,5.61,29.318214285714284,8.77,8.02,29.3,89.97,5.96,-0.59,21.97,83.68,35.13,351.46,39.85,493.45,69.05,32.01857142857143,265.37857142857143,335.45000000000005,83.21,33.29,363.71,177.34,176.09,29.03857142857143,107.32,579.73,76.94,11.91,312.6657142857143,44.34
2004-05-03,636.5514285714286,377.52,47.44,85.14,42.59,286.45,424.4971428571429,156.43,86.26,458.0585714285714,6.19,77.72,389.82428571428574,67.16,-0.647,43.78,319.22,68.95,44.57,19.796071428571427,89.67,229.24,411.32,48.01,62.76714285714286,25.78,110.06,91.11,9.23,32.35,655.7,48.64,31.45,97.78,153.89,337.1,20.35,39.45,500.73,218.33,107.44,222.4,99.16,27.2,468.3685714285714,124.55,29.94,153.79,362.41,224.74,34.0,57.5,7.35,30.67714285714285,40.35,217.55,28.64,110.69,41.17,579.9957142857144,57.8,411.88,78.09,258.39,1.74,106.27,367.79,47.08,49.9,5.48,29.19428571428572,8.74,8.01,29.33,90.00999999999999,5.94,-0.6328571428571428,21.92,83.69,35.12,351.53,39.87,492.65,69.13,32.050000000000004,265.3428571428572,335.37,83.28,33.3,363.7,177.35,176.1,29.03142857142857,107.44,579.73,77.0,11.87,312.3171428571428,44.34
2004-05-10,636.41,380.17,47.43,85.56,42.55,286.4585714285714,424.5214285714286,156.45,86.28,458.04,6.16,77.72,389.81142857142856,67.14,-0.6641428571428571,43.75,319.42,68.94,44.57,19.845,89.76,229.32,411.38,47.97,62.75285714285714,25.77,110.19,91.1,9.18,32.36,655.64,48.65,31.43,97.88,153.94,337.38,20.33,39.41,500.77,218.63,107.53,222.87,99.31,27.22,468.4642857142857,124.62,29.92,153.9,362.4342857142857,224.58,34.005714285714284,57.7,7.32,30.678571428571427,40.36,217.55,28.69,110.65,41.13,579.9542857142858,57.8,412.06,78.09,258.92,1.73,106.26,367.83,47.1,49.87,5.42,29.14785714285714,8.71,8.01,29.32,89.99,5.93,-0.6214285714285713,21.99,83.74,35.11,351.4,39.88,492.44,69.05,32.01571428571428,265.5385714285714,336.20000000000005,83.22,33.29,365.85,177.39,176.34,29.025714285714287,107.89,579.72,77.31,11.97,312.65142857142854,44.46
2004-05-17,636.4685714285714,379.56,47.42,85.27,42.51,286.7942857142857,424.43,156.41,86.29,458.0142857142857,6.17,77.7,389.75,67.1,-0.687,43.79,319.55,68.94,44.56,19.72428571428572,89.7,229.72,411.42,47.99,62.73142857142857,25.75,110.24,91.09,9.12,32.35,655.59,48.67,31.41,97.94,154.1,337.3,20.32,39.37,500.73,218.5,107.49,222.65,99.26,27.19,468.3985714285714,124.62,29.9,153.82,362.45,224.53,33.97428571428571,57.54,7.29,30.622857142857143,40.37,217.56,28.71,110.66,41.09,579.92,57.79,412.09,78.09,259.33,1.71,106.24,367.88,47.12,49.89,5.37,29.023571428571422,8.72,8.0,29.3,89.96,5.95,-0.6385714285714287,21.9,83.84,35.09,352.17,39.85,492.4,69.03,31.97428571428572,265.55285714285714,335.59000000000003,83.16,33.28,365.11,177.82000000000002,176.41,29.005714285714287,107.86,579.71,77.02,11.92,313.4057142857143,44.38
2004-05-24,636.5757142857143,378.55,47.39,85.1,42.52,286.8957142857143,424.4385714285714,156.47,86.22,458.0185714285714,6.18,77.7,389.7728571428571,67.02,-0.7184285714285714,43.75,319.32,68.94,44.56,19.7125,89.65,229.88,411.49,48.02,62.71428571428572,25.52,110.14,91.08,9.07,32.36,655.52,48.69,31.4,97.87,154.05,337.13,20.29,39.39,500.71,218.37,107.67,222.54,99.69,27.16,468.3785714285714,124.58,29.89,153.94,362.45,223.86,33.972857142857144,57.4,7.26,30.622857142857143,40.38,217.55,28.71,110.7,41.06,579.8942857142857,57.79,411.99,78.1,259.73999999999995,1.7,106.23,367.89,47.12,49.9,5.31,28.98464285714285,8.69,7.98,29.28,89.97,5.92,-0.6742857142857143,21.85,83.83,35.08,351.68,39.81,492.19,69.06,31.97714285714286,265.4242857142857,335.65000000000003,83.13,33.27,364.65,177.66,176.21,28.99285714285714,107.61,579.71,76.83,11.86,312.8,44.29
2004-05-31,636.42,378.47,47.375108310847516,85.1,42.50514060465717,286.8428571428571,424.43142857142857,156.4,86.19,458.00999999999993,6.125241893074833,77.6450768196669,389.7685714285714,66.95,-0.737,43.72770995302305,319.3178919032826,68.90408481512422,44.53312424706844,19.676428571428573,89.57,229.65850086162095,411.3880998958739,48.02696174658962,62.69,25.18,110.08,91.07,9.02,32.343242670927744,655.5052254035387,48.601184489858426,31.372810121266085,97.86524049308348,153.93395955821507,337.18,20.2573414806033,39.35561600015643,500.69,218.28619172080892,107.59874619763514,222.45905185048747,99.15451716607402,27.17033439627366,468.3685714285714,124.56,29.85266770807148,153.87,362.4328571428572,223.9721854850541,33.964285714285715,57.39,7.240983090352927,30.607142857142858,40.281798753084985,217.56994667302496,28.597205504383957,110.58660836029588,41.036616362700116,579.8685714285714,57.77210623896925,411.9,78.08238528498731,258.78924364101357,1.6655227061383382,106.22,367.85507654746704,47.09,49.89033826412819,5.227831727373172,28.94964285714286,8.67604292464749,7.96012030966099,29.26,89.95142844244211,5.908610810536473,-0.6171428571428572,21.84,83.87,35.06047835657141,351.5,39.776001061051105,491.99,69.0694801988904,31.958571428571428,265.3228571428571,335.4664643190244,83.1417594030443,33.26937161784517,364.17,177.48545917162102,176.12922304878947,28.98,107.44,579.7,76.82,11.838164307260541,312.31428571428575,44.26
2004-06-07,636.91,379.93,47.35,85.0,42.48,286.7485714285714,424.4385714285714,156.52,86.23,458.2142857142857,6.14,77.69000000000001,389.7771428571429,66.91,-0.7655714285714286,43.69,319.3,68.92,44.53,19.6775,89.57,229.69,411.48,48.01,62.67142857142857,25.19,110.36,91.07,8.99,32.33,655.405,48.65,31.36,97.965,153.98,337.06,20.29,39.37,500.7,218.25,107.59,222.47,99.175,27.13,468.4057142857143,124.77,29.86,153.85,362.43,223.85,33.965714285714284,57.45,7.21,30.602857142857143,40.370000000000005,217.55,28.67,110.62,41.03,579.8442857142858,57.75,412.51,78.09,259.54999999999995,1.67,106.21,367.88,47.09,49.885709799150966,5.18,28.865714285714287,8.64,7.95,29.26,89.94999999999999,5.87,-0.6171428571428572,21.79,83.96,35.07,351.4,39.79,491.78,69.06,31.935714285714287,265.3642857142857,335.41,83.14,33.24,363.95,177.53,176.17,28.958571428571428,107.37,579.67,76.82,11.8,312.07428571428574,44.26
2004-06-14,636.6914285714286,378.81,47.33,84.88,42.49,286.61,424.4171428571429,156.46,86.24,458.3785714285714,6.12,77.67,389.75999999999993,66.88,-0.7255714285714285,43.69,319.29,68.91,44.49,19.70142857142857,89.57,229.53,411.46,48.03,62.65714285714285,25.2,110.35,91.05,8.97,32.36,655.32,48.63,31.33,98.26,153.94,336.99,20.27,39.34,500.71,218.17,107.54,222.4,99.29,27.12,468.3728571428572,124.68,29.86,153.83,362.44,223.81,33.962857142857146,57.36,7.19,30.594285714285714,40.33,217.54,28.64,110.62,41.01,579.8285714285714,57.74,412.43,78.08,259.23,1.65,106.21,367.77,47.06,49.88604225214175,5.09,28.92392857142857,8.58,7.91,29.25,89.92999999999999,5.89,-0.6428571428571429,21.75,84.11,35.06,351.49,39.74,491.63,69.06,31.90714285714285,265.3157142857143,335.38,83.14,33.24,363.87,177.46,176.19,28.95,107.35,579.67,76.77,11.81,311.8442857142857,44.22
2004-06-21,636.5857142857143,377.43,47.36,84.62,42.47,286.47285714285715,424.4485714285715,156.44,86.3,458.2714285714286,6.09,77.65,389.7857142857143,66.84,-0.6698571428571428,43.68,319.44,68.91,44.49,19.740357142857142,89.58,229.47,411.43,48.04,62.64,25.26,110.25,91.05,8.95,32.38,655.25,48.63,31.3,98.21,153.88,337.03,20.25,39.34,500.68,218.14,107.5,222.36,99.2,27.14,468.3457142857143,124.69,29.86,153.86,362.4371428571429,223.74,33.972857142857144,57.29,7.16,30.61285714285714,40.31,217.53,28.63,110.65,40.98,579.8171428571429,57.75,412.39,78.08,258.92,1.63,106.2,367.71,47.06,49.866986989077226,4.96,29.13642857142857,8.57,7.91,29.24,89.91999999999999,5.89,-0.5814285714285715,21.72,84.09,35.05,351.55,39.71,491.41,69.1,31.914285714285715,265.32,335.39000000000004,83.01,33.24,363.72,177.43,176.31,28.965714285714284,107.35,579.66,76.73,11.82,311.59000000000003,44.23
2004-06-28,636.5214285714285,377.0,47.38,84.73,42.47,286.2742857142857,424.42,156.34,86.26,458.2557142857143,6.08,77.51,389.7371428571428,66.83,-0.5627142857142857,43.65,319.38,68.9,44.5,19.715714285714284,89.45,229.47,411.42,48.02,62.614285714285714,25.34,110.19,91.04,8.98,32.35,655.18,48.66,31.29,98.06,153.84,336.94,20.25,39.36,500.6,218.09,107.47,222.34,98.75,27.19,468.3142857142857,124.59,29.84,153.79,362.41857142857145,223.68,33.965714285714284,57.29,7.13,30.59642857142857,40.24947471324518,217.53,28.7,110.66,40.97,579.8042857142857,57.73,412.34,78.09,258.65,1.63,106.19,367.63,47.04,49.854906411012536,4.89,29.28892857142857,8.58,7.88,29.23,89.92999999999999,5.86,-0.5028571428571429,21.69,83.99,35.03,351.39,39.73,491.15,69.05,31.87,265.25714285714287,335.33000000000004,83.09,33.25,363.69,177.37,176.27,28.966428571428573,107.35,579.65,76.7,11.83,311.3757142857143,44.19
2004-07-05,636.3957142857143,376.93,47.35,84.45,42.43,286.07714285714286,424.4014285714285,156.37,86.26,458.1757142857143,6.04,77.46000000000001,389.7457142857143,66.82,-0.5684285714285714,43.7,319.24,68.87,44.48,19.707857142857144,89.46,229.07,411.41,48.06,62.59285714285715,25.224629358104167,110.1,91.03,9.13,32.36,655.12,48.6,31.27,97.93,153.71,336.91,20.24,39.32,500.58,218.03,107.54,222.33,99.0,27.16,468.2971428571428,124.55,29.82,153.78,362.3928571428572,223.63,33.96142857142858,57.27,7.13,30.594285714285714,40.25,217.53,28.67,110.65,40.94,579.7828571428571,57.68,412.32,78.06001124203877,258.63,1.58,106.17,367.49,47.03,49.86,4.95,29.38892857142857,8.55,7.83,29.22797614478145,89.89999999999999,5.83,-0.4428571428571429,21.66,83.96,35.03,351.29,39.74,490.88,69.07,31.865714285714287,265.19,335.36,83.01,33.25,363.67,177.35,176.22,28.965714285714284,107.35,579.63,76.68,11.84,311.1928571428571,44.24
2004-07-12,636.4142857142857,377.48,47.31,84.55,42.43,285.88142857142856,424.4057142857143,156.38,86.25,458.1442857142857,5.99,77.44000000000001,389.7442857142857,66.83,-0.5155714285714286,43.68,319.22,68.85,44.5,19.71821428571429,89.56,229.02,411.41,48.03,62.57142857142857,25.37463503769534,110.14,91.02,9.28,32.35,655.05,48.55,31.25,97.91,153.6,336.98,20.24,39.32,500.61,217.98,107.59,222.3,99.11,27.14,468.2971428571428,124.58,29.82,153.77,362.38142857142856,223.58,33.95857142857143,57.28,7.14,30.595714285714287,40.23,217.51006364553064,28.65,110.61,40.92,579.7542857142856,57.68,412.1647836776764,78.05159231375778,258.6,1.55,106.17,367.49,47.02,49.84,4.92,29.514285714285712,8.41,7.87,29.218048278074846,89.88,5.81,-0.4128571428571428,21.66,83.92,35.02,351.32,39.76,490.61,69.09,31.857142857142858,265.19714285714286,335.38,83.04,33.23,363.66,177.34,176.13,28.978571428571428,107.48,579.61,76.78,11.84,311.04857142857145,44.29
2004-07-19,636.4185714285715,377.85,47.32,85.22,42.42,285.65142857142854,424.3828571428571,156.36,86.18,458.1514285714285,6.01,77.41000000000001,389.7157142857144,66.85,-0.5241428571428571,43.65,319.12,68.82,44.52,19.71357142857143,89.54,228.72,411.39,48.02,62.53714285714285,25.446534889978906,110.18,91.0,9.33,32.38,655.02,48.58,31.23,97.88,153.79,336.89,20.3,39.3,500.62,217.92,107.67,222.3,98.91,27.22,468.3185714285714,124.54,29.82,153.81,362.37142857142857,223.48,33.95428571428572,57.56,7.13,30.58428571428572,40.2,217.48484205154318,28.67,110.56,40.94,579.7314285714285,57.69,412.10400861508185,78.0474865981728,258.54999999999995,1.5,106.16,367.39,47.0,49.8,4.87,29.527142857142856,8.49,7.88,29.192446262403926,89.89,5.85,-0.3542857142857142,21.88,83.88,35.01,351.35,39.76,490.43,69.01,31.80666666666667,265.2242857142857,335.38,83.05,33.21,363.74,177.31,176.1,28.99,107.39,579.59,76.98,11.85,310.7957142857143,44.46
